observation_id,review_status,inn,smiles,column_chemistry,column_length_mm,column_id_mm,particle_um,modifier,organic_percent,pH,buffer,flow_ml_min,temperature_c,t0_min,t0_source,t0_porosity_assumption,retention_time_min,retention_time_low_min,retention_time_high_min,log_k,source_file,source_page,source_chunk_id,condition_page_distance,extraction_method,extraction_confidence,validation_status,validation_issues,evidence
auto-00001,needs_review,etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,,,,,acetonitrile,23.0,,False,,,,,,,10.0,15.0,,ЛП-№(000508)-(РГ-RU)-180122.pdf,4,0f55ab594a7b73fced6548fc46da312b896d7f00,6,regex_v1,low,incomplete,missing_column;missing_flow;missing_exact_tR;missing_t0,"OXIA 120 на одной стороне, и с тиснением 204 на другой стороне. ИДЕНТИФИКАЦИЯ Норма: Время удерживания основного пика на хроматограмме испытуемого раствора должно соответствовать времени удерживания пика эторикоксиба на хроматограмме стандартного раствора (в пределах + 2,5 %). Метод: ВЭЖХ Определение проводят одновременно с тестом «Количественное определение». - образца (например: примерно 10 — 15 мин при скорости перемешивания 9 для Brinkman Metrohm 701 КЕ Titrino) и еще на 5 ми"
auto-00002,needs_review,etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,,100.0,3.0,5.0,acetonitrile,23.0,,False,0.6,40,0.8011,estimated_column_geometry,0.68,2.5,2.5,2.5,0.3264761970389442,ЛП-№(000508)-(РГ-RU)-180122.pdf,11,c54598fdbc32e234a003bdf970a2397fe113984a,1,regex_v1,high,incomplete,missing_column;estimated_t0_not_measured,"т 0,01 М раствор хлористоводородной кислоты. На хроматограмме растворителя не должно присутствовать пиков, перекрывающих основные ПИКИ. 2. Вводят рабочий стандартный раствор. а. Время удерживания для пика эторикоксиба составляет около 2,5 мин. b. Фактор асимметрии (T) для пика эторикоксиба составляет < 1,5."
auto-00003,needs_review,etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,,100.0,3.0,5.0,acetonitrile,23.0,,False,0.6,40,0.8011,estimated_column_geometry,0.68,2.5,2.5,2.5,0.3264761970389442,ЛП-№(000508)-(РГ-RU)-180122.pdf,12,18e3b531f35a03673fbd5277f9f4b5245e3c5665,2,regex_v1,high,incomplete,missing_column;estimated_t0_not_measured,"т 0,01 М раствор хлористоводородной кислоты. На хроматограмме растворителя не должно присутствовать пиков, перекрывающих основные ПИКИ. 2. Вводят рабочий стандартный раствор. а. Время удерживания для пика эторикоксиба составляет около 2,5 мин. b. Фактор асимметрии (T) для пика эторикоксиба составляет < 1,5. ЛП-№(000508)"
auto-00004,needs_review,etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,,,,5.0,acetonitrile,27.0,2.95,True,0.6,40,,,,2.5,2.5,2.5,,ЛП-№(000508)-(РГ-RU)-180122.pdf,19,730bf7e02d51fef3db657ac9da73533413c19bbc,3,regex_v1,high,incomplete,missing_column;missing_t0,"ичия, обусловленные различными поставщиками оборудования для проведения ВЭЖХ. 1. Вводят растворитель, чтобы исключить какие-либо побочные пики. 2. Вводят стандартный раствор. а. Время удерживания для пика эторикоксиба около 2,5 мин. Ь. Фактор асимметрии пика эторикоксиба должен быть < 1,5. с. Относительное ст"
auto-00005,needs_review,etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,,,,,acetonitrile,27.0,2.95,True,,,,,,7.0,7.0,7.0,,ЛП-№(000508)-(РГ-RU)-180122.pdf,24,0b471d653a3ad41809182d40c0364dcc58a498ae,2,regex_v1,high,incomplete,missing_column;missing_flow;missing_t0,тношение «Сигнал : шум» по трем введениям должно быть > 3 с относительным стандартным отклонением < 25%. 3. Вводят раствор для проверки пригодности хроматографической системы. а. Время удерживания для пика эторикоксиба составляет около 7 минут. b. Остальные пики должны элюироваться при соответствующем относительном вре
auto-00006,needs_review,benzydamine,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,CN,150.0,4.6,5.0,,,,False,1.0,30,1.6951,estimated_column_geometry,0.68,,9.0,11.0,,ЛП-№(000540)-(РГ-RU)-120124.pdf,8,c49b7bca93e0650479ff7a2eebb72c047ba0ac1c,4,regex_v1,high,incomplete,missing_modifier;missing_organic_percent;missing_exact_tR;estimated_t0_not_measured,"ки и перемешивают. Все растворы используют свежеприготовленными. Хроматографические условия: Температура колонки 30 °С Детектирование УФ детектор, 239 нм Объем пробы 20 мкл Время удерживания пика бензидамина Около 9 - 11 мин Относительные времена удерживания по пику бензидамина Метилпарагидроксибенз"
auto-00007,needs_review,benzydamine,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,CN,150.0,4.6,5.0,,,,False,1.0,30,1.6951,estimated_column_geometry,0.68,22.0,22.0,22.0,1.0783942708639362,ЛП-№(000540)-(РГ-RU)-120124.pdf,8,c49b7bca93e0650479ff7a2eebb72c047ba0ac1c,4,regex_v1,low,incomplete,missing_modifier;missing_organic_percent;estimated_t0_not_measured,"роматографические условия: Температура колонки 30 °С Детектирование УФ детектор, 239 нм Объем пробы 20 мкл Время удерживания пика бензидамина Около 9 - 11 мин Относительные времена удерживания по пику бензидамина Метилпарагидроксибензоат – около 0,7 - 0,8 Примесь С – около 1,1 - 1,2 Примесь А – около 1,2 - 1,3 НД_____________________ С. 9 Примесь В – около 1,5 - 1,7 Время хроматографирования 22 мин Хроматографируют РСО Б, РСО В, испытуемый раствор, раствор плацебо и раствор"
auto-00008,needs_review,benzydamine,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,CN,150.0,4.6,5.0,,,,False,1.0,30,1.6951,estimated_column_geometry,0.68,7.0,7.0,7.0,0.4954681643024394,ЛП-№(000540)-(РГ-RU)-120124.pdf,12,764e41adaf1068602766a9a49948aa5365eee2e7,0,regex_v1,high,incomplete,missing_modifier;missing_organic_percent;estimated_t0_not_measured,"бования теста «Проверка пригодности хроматогра - фической системы» Скорость потока 1,0 мл/мин Температура колонки 30 °С Детектирование УФ детектор, 239 нм Объем пробы 10 мкл Время удерживания пика бензидамина Около 7 мин Время удерживания пика метилпарагидроксибензоата Около 5 мин Время хроматог"
auto-00009,needs_review,benzydamine,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,CN,150.0,4.6,5.0,,,,False,1.0,30,1.6951,estimated_column_geometry,0.68,5.0,5.0,5.0,0.2899472760813525,ЛП-№(000540)-(РГ-RU)-120124.pdf,12,764e41adaf1068602766a9a49948aa5365eee2e7,0,regex_v1,high,incomplete,missing_modifier;missing_organic_percent;estimated_t0_not_measured,"фической системы» Скорость потока 1,0 мл/мин Температура колонки 30 °С Детектирование УФ детектор, 239 нм Объем пробы 10 мкл Время удерживания пика бензидамина Около 7 мин Время удерживания пика метилпарагидроксибензоата Около 5 мин Время хроматографирования 10 мин Хроматографируют РСО А и испытуемый раствор,"
auto-00010,needs_review,benzydamine,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,CN,150.0,4.6,5.0,,,,False,1.0,30,1.6951,estimated_column_geometry,0.68,6.0,6.0,6.0,0.40475325876960716,ЛП-№(000540)-(РГ-RU)-120124.pdf,15,2feb343b4f5ff4535bd6d233b1326bdf9d6c1c7f,3,regex_v1,high,incomplete,missing_modifier;missing_organic_percent;estimated_t0_not_measured,"ора 260 °С Условия Head space Температура флакона – 40 °С, время уравновешивания – 5 мин, температура иглы – 50 °С Объем вводимой пробы 1 мл Время хроматографирования 10 мин Время удерживания пика этанола Около 6 мин"
auto-00011,needs_review,benzydamine,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,CN,150.0,4.6,5.0,,,,False,1.0,30,1.6951,estimated_column_geometry,0.68,6.0,6.0,6.0,0.40475325876960716,ЛП-№(000540)-(РГ-RU)-120124.pdf,16,469079abc47fb4b389f7ef77bfb79a90bebe8b6a,4,regex_v1,high,incomplete,missing_modifier;missing_organic_percent;estimated_t0_not_measured,"ора 260 °С Условия Head space Температура флакона – 40 °С, время уравновешивания – 5 мин, температура иглы – 50 °С Объем вводимой пробы 1 мл Время хроматографирования 10 мин Время удерживания пика этанола Около 6 мин НД_____________________ С. 17 Относительное время удержи - вания пика 2-пропа"
auto-00012,needs_review,entecavir,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,,,,,acetonitrile,8.0,,False,,,,,,30.0,30.0,30.0,,НД.pdf,2,0127c86e33eaed8c36826747735738d7ef20a978,7,regex_v1,low,incomplete,missing_column;missing_flow;missing_t0,"образце; Хо- заявленное содержание энтекавира в стандартном образце. Если на хроматограмме испытуемого раствора площадь пика энтекавира при времени удерживания в пределах 5 % от времени удерживания пика энтекавира на хроматограмме стандартного раствора, составляет меньше 0,2 % от площади пика, найденной для стандартного раствора, подтверждают отсутствие © энтекавира в таблетках. РАСТВОРЕНИЕ Норма: Не менее 80 % (О) через 30 мин."
auto-00013,needs_review,entecavir,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,,,,,acetonitrile,8.0,,False,,,,,,30.0,30.0,30.0,,НД.pdf,7,b3777ce076776e90be6ce3f2ec2738a745709311,2,regex_v1,low,incomplete,missing_column;missing_flow;missing_t0,"Если на хроматограмме испытуемого раствора площадь пика энтекавира при времени удерживания в пределах 5 % от времени удерживания пика энтекавира на хроматограмме стандартного раствора, составляет меньше 0,2 % от площади пика, найденной для стандартного раствора, подтверждают отсутствие © энтекавира в таблетках. РАСТВОРЕНИЕ Норма: Не менее 80 % (О) через 30 мин. Определение растворенного вещества проводят методом ВЭЖХ. Примечание: может"
auto-00014,needs_review,entecavir,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,,,,,acetonitrile,8.0,,False,,,,,,5.0,5.0,5.0,,НД.pdf,8,be60311f18f2a7016d3c1bc785916647cc740431,1,regex_v1,medium,incomplete,missing_column;missing_flow;missing_t0,"системы (Zymark Multidose): 20 мл промывка и 1,5 мл отбор образца (среду не заменяют). AA12S03-1546WT 150 x 4,6 мм, размер частиц 3 мкм или аналогичная). Длина волны | 254 HM ~ Время удерживания | ~ 5 мин пика энтекавира Исходный стандартный раствор (готовится дважды). В мерную колбу"
auto-00015,needs_review,entecavir,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,,,,,acetonitrile,8.0,,False,,,,,,5.0,5.0,5.0,,НД.pdf,9,d6f37add6b1a95ea7389fe35940331632ac0fba6,3,regex_v1,medium,incomplete,missing_column;missing_flow;missing_t0,Длина волны | 254 HM ~ Время удерживания | ~ 5 мин пика энтекавира Исходный стандартный раствор (готовится дважды). В мерную колбу
auto-00016,needs_review,entecavir,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,АМИНО,100.0,4.6,3.0,,,,False,,,,,,12.5,12.5,12.5,,НД.pdf,16,d6489bd208e4b8849a2bd24b22b958a4c98b3d44,1,regex_v1,medium,incomplete,missing_modifier;missing_organic_percent;missing_flow;missing_t0,"9:1:0,1 рижан a НД С. 17 Время = 35 Мин. ры Объем задержки | 1,1 мл п Программа градиента Время (минуты) Профиль i eee [о № [о [иен e 27=28 0-100 100-0 Возвращение к oe И ПЕ ПИ - Время удерживания пика энтекавира (BMS-200475-01) ~ 12,5 мин. - Относительное время удерживания пика BMS-588659-01 ~ 1,65*. | - Относительно"
auto-00017,needs_review,bisoprolol,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,C18,250.0,4.6,5.0,acetonitrile,20.0,,True,,20,,,,20.0,20.0,20.0,,бипрол.pdf,9,2880884ffdde67393a45c4678a5c44d03babe9c9,3,regex_v1,high,incomplete,missing_flow;missing_t0;missing_buffer_pH,"ние анализа В жидкостной хроматограф последовательно вводят по 10мкл. испытуемого раствора, раствора для идентификации примесей, раствора сравнения и регистрируют хроматограммы. a Время удерживания бисопролола около 20 мин."
auto-00018,needs_review,bisoprolol,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,C18,250.0,4.6,5.0,acetonitrile,20.0,,True,,20,,,,20.0,20.0,20.0,,бипрол.pdf,10,060472ef19dddc7e879e2d081ce023d576740de0,2,regex_v1,high,incomplete,missing_flow;missing_t0;missing_buffer_pH,"ние анализа В жидкостной хроматограф последовательно вводят по 10мкл. испытуемого раствора, раствора для идентификации примесей, раствора сравнения и регистрируют хроматограммы. a Время удерживания бисопролола около 20 мин. На хроматограмме испытуемого раствора по относительным временам удерживания ("
auto-00019,needs_review,bisoprolol,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,C8,150.0,4.6,5.0,acetonitrile,25.0,,True,1.0,30,1.6951,estimated_column_geometry,0.68,4.2,4.2,4.2,0.16957764329574537,бипрол.pdf,14,1594c54f22e8da7d55bc1ed07083428c75ede494,2,regex_v1,high,incomplete,missing_buffer_pH;estimated_t0_not_measured,"щие условия: Проведение анализа В жидкостной хроматограф последовательно вводят по 10 мкл испытуемого раствора, раствора СО бисопролола фумарата и регистрируют хроматограммы. © Время удерживания бисопролола около 4,2 мин, фумаровой кислоты около 2,0 мин. gm 2a Sa Ви 180 OP _ 519° G*P 0,05 (для дози"
auto-00020,needs_review,vildagliptin,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,,,,,acetonitrile,10.0,6.5,True,,,,,,2.0,2.0,2.0,,галвус.pdf,12,95875ba062499e512699928df200c2a50c4af1e3,1,regex_v1,low,incomplete,missing_column;missing_flow;missing_t0,"ров (эквивалентно 0,5 мкг вилдаглиптина в стандартном растворе) Время хроматографирования: 3 мин следующие условия: — на хроматограмме среды растворения не должно быть пика со временем удерживания вилдаглиптина с площадью более 1 % от средней площади пика вилдаглиптина на хроматограмме стандартного раствора; — время удерживания пика вилдаглиптина на хроматограмме стандартного раствора Та должно быть от 1,0 до 2,0 мин; — фактор асимметрии пика вилдаглиптина, рассчитанный по хроматограмме первого"
auto-00021,needs_review,levetiracetam,CCC(C(N)=O)N1CCCC1=O,C18,150.0,3.9,5.0,acetonitrile,5.0,,True,,,,,,,1.0,2.0,,кеппра.pdf,3,87c5603902402e737d79b4fff8e542d09b943793,11,regex_v1,low,incomplete,missing_flow;missing_exact_tR;missing_t0;missing_buffer_pH,"пределением при условиях, описанных в разделе «Количественное определение». Норма: время удерживания основного пика на хроматограмме испытуемого раствора должно соответствовать времени удерживания пика леветирацетама на хроматограмме стандартного раствора (отклонение может составлять не более 3,0 %). 2. Метод ТСХ (альтернативный) Длина пробега: 80 мм ( 70 мм от стартового пятна) Сушка: в течение  1-2 мин при температуре окружающей среды Проявляющий реактив: пары йода (оценку хрома"
auto-00022,needs_review,levetiracetam,CCC(C(N)=O)N1CCCC1=O,C18,150.0,3.9,5.0,acetonitrile,5.0,,True,,,,,,,1.0,2.0,,кеппра.pdf,6,b1d4ed000d22d8d6bbffcc0c86c6a30fb4c3dff8,8,regex_v1,low,incomplete,missing_flow;missing_exact_tR;missing_t0;missing_buffer_pH,"Норма: время удерживания основного пика на хроматограмме испытуемого раствора должно соответствовать времени удерживания пика леветирацетама на хроматограмме стандартного раствора (отклонение может составлять не более 3,0 %). 2. Метод ТСХ (альтернативный) Длина пробега: 80 мм ( 70 мм от стартового пятна) Сушка: в течение  1-2 мин при температуре окружающей среды Проявляющий реактив: пары йода (оценку хрома"
auto-00023,needs_review,moxifloxacin,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,C18,75.0,4.6,3.5,,,,False,,,,,,6.8,6.8,6.8,,ксафлом.pdf,21,7febbfe71cede67b9e4074e67874ea2bda1e9f70,4,regex_v1,high,incomplete,missing_modifier;missing_organic_percent;missing_flow;missing_t0,"ость хроматографической колонки, рассчитанная по пику моксифлоксацина, — не менее 2000 теоретических тарелок. ® Фактор асимметрии пика моксифлоксацина — не более 2,0. Примечание: Время удерживания пика моксифлоксацина — около 6,8 минут. Время анализа : 60 минут. Методика В хроматограф вводят по 25 мкл растворо"
auto-00024,needs_review,moxifloxacin,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,C18,75.0,4.6,3.5,,,,False,,,,,,8.8,8.8,8.8,,ксафлом.pdf,25,9cb86f4022777924004ecd02b932ea2b16648abf,0,regex_v1,high,incomplete,missing_modifier;missing_organic_percent;missing_flow;missing_t0,"хроматографической колонки, рассчитанная по пику моксифлоксацина, — не менее 2000 теоретических тарелок. ® Фактор асимметрии пика моксифлоксацина — не более 2,0. Примечания: 2. Время удерживания пика 8-гидроксимоксифлоксацина — около 8,8 мин. Стандартный раствор: e Относительное стандартное отклонение площадей пика 8-г"
auto-00025,needs_review,moxifloxacin,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,C18,75.0,4.6,3.5,,,,False,,,,,,14.0,14.0,14.0,,ксафлом.pdf,32,feae60990e14d28e8c6a5b4e45b155a3f5aa66c7,7,regex_v1,high,incomplete,missing_modifier;missing_organic_percent;missing_flow;missing_t0,"вность хроматографической колонки, рассчитанная по пику борной кислоты, — не менее 3000 теоретических тарелок. ® Фактор асимметрии пика борной кислоты - не более 2,5. Примечание: Время удерживания пика борной кислоты -— около 14 минут. Хроматографические условия Колонка : Ultrahydrogel 120 ТМ (фирмы Waters), 3"
auto-00026,needs_review,atorvastatin,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,,,,,acetonitrile,42.105,,True,,,,,,10.4,10.4,10.4,,липримар.pdf,22,f682a581945ab9bfd461423ff602fa828b5a48d2,18,regex_v1,medium,incomplete,missing_column;missing_flow;missing_t0;missing_buffer_pH,"у хроматографа последовательно вводят по 20 мкл растворителя, стандартного раствора, затем испытуемый раствор. Регистрируют не менее пяти хроматограмм и вычисляют площади пиков. Время удерживания для аторвастатина — от 7,7 до 10,4 мин; для РО 130694 — от 10,6 до 14,4 минут. Содержание аторвастатина (X, мг/таб) в"
